Date,Issuer,Count
2017-03-02,State Employees Credit Union,19
2017-03-02,TD Bank,48
2017-03-02,BBVA Compass,13
2017-03-02,USAA Federal Savings Bank,72
2017-03-02,Regions Bank,40
2017-03-03,SunTrust,36
2017-03-03,Bank of America,788
2017-03-03,USAA Federal Savings Bank,53
2017-03-03,American Express,239
2017-03-03,U.S. Bank,109
2017-03-03,Capital One,185
2017-03-03,Wells Fargo Bank,620
2017-03-03,PNC BANK,116
2017-03-03,listing below.  There is no,221
2017-03-03,Navy Federal Credit Union,103
2017-03-03,State Employees Credit Union,20
2017-03-03,"Chase Bank USA, N.A.",13
2017-03-03,BB&T Bank,23
2017-03-03,Citibank,162
2017-03-03,Regions Bank,32
2017-03-03,Chase,797
2017-03-03,Fifth Third Bank,24
2017-03-03,TFC Bank,16
2017-03-03,America First Credit Union,13
2017-03-03,TD Bank,49
2017-03-04,American Express,198
2017-03-04,Bank of America,657
2017-03-04,Wells Fargo Bank,440
2017-03-04,Chase,728
2017-03-04,Capital One,176
2017-03-04,Citibank,164
2017-03-04,PNC BANK,96
2017-03-04,Navy Federal Credit Union,96
2017-03-04,U.S. Bank,108
2017-03-04,listing below.  There is no,213
2017-03-04,TD Bank,54
2017-03-04,Elan Financial Services Fidelity,13
2017-03-04,SunTrust,25
2017-03-04,Regions Bank,30
2017-03-04,Fifth Third Bank,25
2017-03-04,USAA Federal Savings Bank,61
2017-03-04,State Employees Credit Union,14
2017-03-04,BB&T Bank,22
2017-03-04,"Chase Bank USA, N.A.",14
2017-03-04,TFC Bank,15
2017-03-05,Chase,657
2017-03-05,USAA Federal Savings Bank,67
2017-03-05,PNC BANK,75
2017-03-05,Wells Fargo Bank,357
2017-03-05,U.S. Bank,94
2017-03-05,American Express,197
2017-03-05,Bank of America,574
2017-03-05,Capital One,154
2017-03-05,listing below.  There is no,218
2017-03-05,Citibank,156
2017-03-05,TD Bank,35
2017-03-05,SunTrust,32
2017-03-05,Navy Federal Credit Union,86
2017-03-05,"PNC Bank, N.A.",13
2017-03-05,Elan Financial Services Fidelity,13
2017-03-05,Fifth Third Bank,14
2017-03-05,BBVA Compass,12
2017-03-05,Regions Bank,37
2017-03-05,BB&T Bank,23
2017-03-05,"Chase Bank USA, N.A.",17
2017-03-06,listing below.  There is no,199
2017-03-06,Capital One,151
2017-03-06,Citibank,171
2017-03-06,Bank of America,701
2017-03-06,Wells Fargo Bank,463
2017-03-06,Chase,740
2017-03-06,Navy Federal Credit Union,91
2017-03-06,PNC BANK,72
2017-03-06,U.S. Bank,119
2017-03-06,American Express,204
2017-03-06,BB&T Bank,19
2017-03-06,State Employees Credit Union,20
2017-03-06,TFC Bank,11
2017-03-06,TD Bank,49
2017-03-06,USAA Federal Savings Bank,57
2017-03-06,Elan Financial Services Fidelity,11
2017-03-06,SunTrust,13
2017-03-06,"Chase Bank USA, N.A.",17
2017-03-06,Regions Bank,28
2017-03-06,Fifth Third Bank,23
2017-03-07,Wells Fargo Bank,497
2017-03-07,Citibank,165
2017-03-07,Capital One,161
2017-03-07,U.S. Bank,107
2017-03-07,listing below.  There is no,234
2017-03-07,American Express,240
2017-03-07,Bank of America,692
2017-03-07,Chase,761
2017-03-07,PNC BANK,88
2017-03-07,Navy Federal Credit Union,87
2017-03-07,TD Bank,58
2017-03-07,SunTrust,23
2017-03-07,America First Credit Union,11
2017-03-07,BB&T Bank,23
2017-03-07,Fifth Third Bank,18
2017-03-07,State Employees Credit Union,17
2017-03-07,KeyBank,11
2017-03-07,Regions Bank,35
2017-03-07,"PNC Bank, N.A.",12
2017-03-07,USAA Federal Savings Bank,60
2017-03-08,Citibank,157
2017-03-08,Capital One,160
2017-03-08,Navy Federal Credit Union,78
2017-03-08,Chase,693
2017-03-08,listing below.  There is no,206
2017-03-08,USAA Federal Savings Bank,71
2017-03-08,American Express,210
2017-03-08,Wells Fargo Bank,478
2017-03-08,Bank of America,610
2017-03-08,U.S. Bank,117
2017-03-08,SunTrust,23
2017-03-08,KeyBank,11
2017-03-08,TD Bank,49
2017-03-08,Elan Financial Services Fidelity,14
2017-03-08,PNC BANK,68
2017-03-08,BB&T Bank,14
2017-03-08,"PNC Bank, N.A.",20
2017-03-08,Regions Bank,37
2017-03-08,State Employees Credit Union,13
2017-03-08,Fifth Third Bank,12
2017-03-09,American Express,175
2017-03-09,Capital One,137
2017-03-09,Wells Fargo Bank,465
2017-03-09,Navy Federal Credit Union,73
2017-03-09,Chase,673
2017-03-09,listing below.  There is no,204
2017-03-09,Citibank,130
2017-03-09,U.S. Bank,95
2017-03-09,PNC BANK,74
2017-03-09,"PNC Bank, N.A.",14
2017-03-09,Fifth Third Bank,21
2017-03-09,TFC Bank,12
2017-03-09,Bank of America,647
2017-03-09,Regions Bank,30
2017-03-09,SunTrust,19
2017-03-09,Elan Financial Services Fidelity,13
2017-03-09,TD Bank,38
2017-03-09,USAA Federal Savings Bank,59
2017-03-09,BB&T Bank,24
2017-03-09,KeyBank,12
2017-03-10,American Express,169
2017-03-10,PNC BANK,50
2017-03-10,listing below.  There is no,161
2017-03-10,Bank of America,559
2017-03-10,Citibank,124
2017-03-10,U.S. Bank,95
2017-03-10,Chase,549
2017-03-10,Wells Fargo Bank,354
2017-03-10,Capital One,162
2017-03-10,Navy Federal Credit Union,73
2017-03-10,"PNC Bank, N.A.",9
2017-03-10,"Chase Bank USA, N.A.",10
2017-03-10,BB&T Bank,29
2017-03-10,Elan Financial Services Fidelity,9
2017-03-10,Fifth Third Bank,15
2017-03-10,SunTrust,14
2017-03-10,TFC Bank,9
2017-03-10,USAA Federal Savings Bank,47
2017-03-10,Regions Bank,26
2017-03-10,TD Bank,30
2017-03-11,U.S. Bank,92
2017-03-11,Chase,576
2017-03-11,American Express,126
2017-03-11,USAA Federal Savings Bank,64
2017-03-11,Wells Fargo Bank,361
2017-03-11,Citibank,116
2017-03-11,listing below.  There is no,171
2017-03-11,Capital One,134
2017-03-11,Navy Federal Credit Union,79
2017-03-11,Bank of America,484
2017-03-11,PNC BANK,60
2017-03-11,"Chase Bank USA, N.A.",13
2017-03-11,TD Bank,41
2017-03-11,TFC Bank,16
2017-03-11,SunTrust,15
2017-03-11,BBVA Compass,12
2017-03-11,"PNC Bank, N.A.",15
2017-03-11,Fifth Third Bank,19
2017-03-11,Regions Bank,30
2017-03-11,BB&T Bank,22
2017-03-12,listing below.  There is no,166
2017-03-12,American Express,143
2017-03-12,Capital One,160
2017-03-12,PNC BANK,69
2017-03-12,Citibank,117
2017-03-12,U.S. Bank,80
2017-03-12,Chase,529
2017-03-12,Navy Federal Credit Union,63
2017-03-12,Bank of America,471
2017-03-12,Wells Fargo Bank,410
2017-03-12,USAA Federal Savings Bank,50
2017-03-12,SunTrust,26
2017-03-12,Regions Bank,28
2017-03-12,KeyBank,10
2017-03-12,BBVA Compass,10
2017-03-12,TFC Bank,12
2017-03-12,TD Bank,27
2017-03-12,BB&T Bank,13
2017-03-12,Fifth Third Bank,24
2017-03-12,State Employees Credit Union,10
2017-03-13,U.S. Bank,105
2017-03-13,Capital One,129
2017-03-13,PNC BANK,63
2017-03-13,Wells Fargo Bank,299
2017-03-13,Bank of America,570
2017-03-13,Citibank,119
2017-03-13,Navy Federal Credit Union,93
2017-03-13,listing below.  There is no,171
2017-03-13,Chase,545
2017-03-13,American Express,151
2017-03-13,SunTrust,23
2017-03-13,USAA Federal Savings Bank,47
2017-03-13,"PNC Bank, N.A.",21
2017-03-13,TD Bank,28
2017-03-13,BB&T Bank,21
2017-03-13,BBVA Compass,20
2017-03-13,Regions Bank,29
2017-03-13,State Employees Credit Union,10
2017-03-13,Fifth Third Bank,18
2017-03-13,Elan Financial Services Fidelity,11
2017-03-14,USAA Federal Savings Bank,71
2017-03-14,Capital One,135
2017-03-14,Wells Fargo Bank,427
2017-03-14,listing below.  There is no,151
2017-03-14,Citibank,116
2017-03-14,Bank of America,543
2017-03-14,American Express,169
2017-03-14,Chase,564
2017-03-14,Navy Federal Credit Union,81
2017-03-14,U.S. Bank,105
2017-03-14,SunTrust,19
2017-03-14,Fifth Third Bank,13
2017-03-14,TFC Bank,10
2017-03-14,State Employees Credit Union,10
2017-03-14,PNC BANK,43
2017-03-14,BBVA Compass,9
2017-03-14,BB&T Bank,14
2017-03-14,TD Bank,23
2017-03-14,"PNC Bank, N.A.",15
2017-03-14,Regions Bank,33
2017-03-15,Capital One,161
2017-03-15,American Express,188
2017-03-15,Wells Fargo Bank,399
2017-03-15,listing below.  There is no,152
2017-03-15,Citibank,128
2017-03-15,Bank of America,540
2017-03-15,PNC BANK,75
2017-03-15,Navy Federal Credit Union,68
2017-03-15,U.S. Bank,87
2017-03-15,Chase,524
2017-03-15,TFC Bank,12
2017-03-15,"PNC Bank, N.A.",24
2017-03-15,SunTrust,19
2017-03-15,BBVA Compass,13
2017-03-15,Regions Bank,22
2017-03-15,USAA Federal Savings Bank,49
2017-03-15,"Chase Bank USA, N.A.",10
2017-03-15,Fifth Third Bank,10
2017-03-15,TD Bank,26
2017-03-15,BB&T Bank,17
2017-03-16,PNC BANK,71
2017-03-16,American Express,161
2017-03-16,Navy Federal Credit Union,81
2017-03-16,listing below.  There is no,174
2017-03-16,Chase,598
2017-03-16,Capital One,172
2017-03-16,Citibank,123
2017-03-16,U.S. Bank,98
2017-03-16,Wells Fargo Bank,305
2017-03-16,Bank of America,563
2017-03-16,BB&T Bank,24
2017-03-16,Regions Bank,34
2017-03-16,SunTrust,26
2017-03-16,Security Service Federal Credit Union,8
2017-03-16,TD Bank,25
2017-03-16,"PNC Bank, N.A.",20
2017-03-16,BBVA Compass,8
2017-03-16,USAA Federal Savings Bank,58
2017-03-16,Fifth Third Bank,21
2017-03-16,Elan Financial Services Fidelity,11
2017-03-17,U.S. Bank,100
2017-03-17,Bank of America,633
2017-03-17,PNC BANK,62
2017-03-17,Wells Fargo Bank,464
2017-03-17,Capital One,144
2017-03-17,Navy Federal Credit Union,56
2017-03-17,listing below.  There is no,177
2017-03-17,Chase,603
2017-03-17,Citibank,138
2017-03-17,American Express,151
2017-03-17,SunTrust,28
2017-03-17,Elan Financial Services Fidelity,19
2017-03-17,BB&T Bank,18
2017-03-17,"PNC Bank, N.A.",15
2017-03-17,Fifth Third Bank,17
2017-03-17,TFC Bank,13
2017-03-17,Regions Bank,35
2017-03-17,"Chase Bank USA, N.A.",13
2017-03-17,USAA Federal Savings Bank,54
2017-03-17,TD Bank,35
2017-03-18,Bank of America,583
2017-03-18,Navy Federal Credit Union,79
2017-03-18,U.S. Bank,97
2017-03-18,Chase,603
2017-03-18,Citibank,136
2017-03-18,USAA Federal Savings Bank,67
2017-03-18,American Express,170
2017-03-18,listing below.  There is no,200
2017-03-18,Capital One,178
2017-03-18,Wells Fargo Bank,310
2017-03-18,"PNC Bank, N.A.",16
2017-03-18,BB&T Bank,20
2017-03-18,State Employees Credit Union,15
2017-03-18,Fifth Third Bank,18
2017-03-18,PNC BANK,58
2017-03-18,"Chase Bank USA, N.A.",17
2017-03-18,Elan Financial Services Fidelity,17
2017-03-18,TD Bank,46
2017-03-18,Regions Bank,32
2017-03-18,SunTrust,19
2017-03-19,Wells Fargo Bank,364
2017-03-19,listing below.  There is no,171
2017-03-19,Chase,541
2017-03-19,Bank of America,491
2017-03-19,American Express,172
2017-03-19,Navy Federal Credit Union,70
2017-03-19,PNC BANK,59
2017-03-19,Citibank,143
2017-03-19,U.S. Bank,90
2017-03-19,Capital One,169
2017-03-19,"PNC Bank, N.A.",11
2017-03-19,BBVA Compass,13
2017-03-19,USAA Federal Savings Bank,55
2017-03-19,"Chase Bank USA, N.A.",16
2017-03-19,KeyBank,11
2017-03-19,SunTrust,20
2017-03-19,Regions Bank,31
2017-03-19,Fifth Third Bank,10
2017-03-19,BB&T Bank,25
2017-03-19,TD Bank,31
2017-03-20,Wells Fargo Bank,374
2017-03-20,listing below.  There is no,183
2017-03-20,U.S. Bank,87
2017-03-20,Citibank,130
2017-03-20,PNC BANK,63
2017-03-20,Bank of America,675
2017-03-20,Chase,563
2017-03-20,Navy Federal Credit Union,65
2017-03-20,American Express,176
2017-03-20,Capital One,151
2017-03-20,Fifth Third Bank,23
2017-03-20,Regions Bank,31
2017-03-20,SunTrust,22
2017-03-20,USAA Federal Savings Bank,42
2017-03-20,BB&T Bank,12
2017-03-20,Golden 1 Credit Union,11
2017-03-20,BBVA Compass,12
2017-03-20,"Chase Bank USA, N.A.",12
2017-03-20,TD Bank,33
2017-03-20,"PNC Bank, N.A.",11
2017-03-21,PNC BANK,61
2017-03-21,Citibank,126
2017-03-21,Capital One,147
2017-03-21,Wells Fargo Bank,431
2017-03-21,American Express,174
2017-03-21,Chase,617
2017-03-21,Bank of America,630
2017-03-21,listing below.  There is no,146
2017-03-21,Navy Federal Credit Union,59
2017-03-21,U.S. Bank,83
2017-03-21,TD Bank,31
2017-03-21,Regions Bank,24
2017-03-21,USAA Federal Savings Bank,44
2017-03-21,Fifth Third Bank,18
2017-03-21,SunTrust,24
2017-03-21,"Chase Bank USA, N.A.",10
2017-03-21,Elan Financial Services Fidelity,12
2017-03-21,KeyBank,10
2017-03-21,"PNC Bank, N.A.",10
2017-03-21,BB&T Bank,12
2017-03-22,Navy Federal Credit Union,70
2017-03-22,Bank of America,629
2017-03-22,Capital One,170
2017-03-22,American Express,165
2017-03-22,U.S. Bank,103
2017-03-22,Wells Fargo Bank,483
2017-03-22,Citibank,146
2017-03-22,listing below.  There is no,173
2017-03-22,PNC BANK,68
2017-03-22,Chase,591
2017-03-22,"PNC Bank, N.A.",23
2017-03-22,America First Credit Union,12
2017-03-22,Fifth Third Bank,19
2017-03-22,State Employees Credit Union,17
2017-03-22,Regions Bank,25
2017-03-22,TFC Bank,13
2017-03-22,BB&T Bank,13
2017-03-22,TD Bank,41
2017-03-22,USAA Federal Savings Bank,65
2017-03-22,SunTrust,26
2017-03-23,Chase,569
2017-03-23,listing below.  There is no,185
2017-03-23,U.S. Bank,81
2017-03-23,Wells Fargo Bank,433
2017-03-23,Bank of America,581
2017-03-23,USAA Federal Savings Bank,68
2017-03-23,American Express,167
2017-03-23,Capital One,154
2017-03-23,PNC BANK,76
2017-03-23,Citibank,135
2017-03-23,Regions Bank,27
2017-03-23,BB&T Bank,16
2017-03-23,Elan Financial Services Fidelity,14
2017-03-23,"Chase Bank USA, N.A.",14
2017-03-23,State Employees Credit Union,12
2017-03-23,TD Bank,44
2017-03-23,"PNC Bank, N.A.",21
2017-03-23,Navy Federal Credit Union,63
2017-03-23,Fifth Third Bank,17
2017-03-23,SunTrust,31
2017-03-24,American Express,186
2017-03-24,Wells Fargo Bank,419
2017-03-24,Chase,568
2017-03-24,U.S. Bank,100
2017-03-24,Bank of America,597
2017-03-24,Citibank,137
2017-03-24,listing below.  There is no,175
2017-03-24,Navy Federal Credit Union,73
2017-03-24,PNC BANK,61
2017-03-24,Capital One,170
2017-03-24,Fifth Third Bank,21
2017-03-24,Regions Bank,36
2017-03-24,USAA Federal Savings Bank,48
2017-03-24,"Chase Bank USA, N.A.",11
2017-03-24,BBVA Compass,11
2017-03-24,TD Bank,39
2017-03-24,"PNC Bank, N.A.",12
2017-03-24,BB&T Bank,27
2017-03-24,SunTrust,28
2017-03-24,State Employees Credit Union,10
2017-03-25,listing below.  There is no,148
2017-03-25,Bank of America,625
2017-03-25,"Chase Bank USA, N.A.",10
2017-03-25,Navy Federal Credit Union,75
2017-03-25,Citibank,119
2017-03-25,American Express,145
2017-03-25,Chase,556
2017-03-25,USAA Federal Savings Bank,53
2017-03-25,Wells Fargo Bank,305
2017-03-25,U.S. Bank,90
2017-03-25,TD Bank,32
2017-03-25,Capital One,145
2017-03-25,SunTrust,21
2017-03-25,BB&T Bank,19
2017-03-25,Fifth Third Bank,11
2017-03-25,"PNC Bank, N.A.",23
2017-03-25,TFC Bank,11
2017-03-25,State Employees Credit Union,14
2017-03-25,PNC BANK,50
2017-03-25,Regions Bank,23
2017-03-26,Capital One,143
2017-03-26,Wells Fargo Bank,385
2017-03-26,Bank of America,495
2017-03-26,listing below.  There is no,159
2017-03-26,U.S. Bank,64
2017-03-26,PNC BANK,48
2017-03-26,Chase,520
2017-03-26,Navy Federal Credit Union,42
2017-03-26,BB&T Bank,18
2017-03-26,Citibank,104
2017-03-26,American Express,144
2017-03-26,"Chase Bank USA, N.A.",12
2017-03-26,"PNC Bank, N.A.",17
2017-03-26,SunTrust,23
2017-03-26,USAA Federal Savings Bank,40
2017-03-26,Regions Bank,38
2017-03-26,State Employees Credit Union,14
2017-03-26,Fifth Third Bank,14
2017-03-26,TD Bank,26
2017-03-26,America First Credit Union,11
2017-03-27,Navy Federal Credit Union,78
2017-03-27,Wells Fargo Bank,422
2017-03-27,Citibank,131
2017-03-27,American Express,188
2017-03-27,listing below.  There is no,178
2017-03-27,U.S. Bank,97
2017-03-27,Capital One,184
2017-03-27,Chase,584
2017-03-27,Bank of America,598
2017-03-27,PNC BANK,63
2017-03-27,State Employees Credit Union,15
2017-03-27,BB&T Bank,9
2017-03-27,TD Bank,32
2017-03-27,Elan Financial Services Fidelity,11
2017-03-27,Golden 1 Credit Union,9
2017-03-27,"PNC Bank, N.A.",13
2017-03-27,USAA Federal Savings Bank,55
2017-03-27,SunTrust,27
2017-03-27,Regions Bank,31
2017-03-27,Fifth Third Bank,16
2017-03-28,Chase,653
2017-03-28,listing below.  There is no,172
2017-03-28,Wells Fargo Bank,424
2017-03-28,U.S. Bank,93
2017-03-28,American Express,166
2017-03-28,Citibank,115
2017-03-28,PNC BANK,70
2017-03-28,Navy Federal Credit Union,65
2017-03-28,BB&T Bank,15
2017-03-28,Bank of America,611
2017-03-28,Fifth Third Bank,20
2017-03-28,USAA Federal Savings Bank,60
2017-03-28,"Chase Bank USA, N.A.",13
2017-03-28,Elan Financial Services Fidelity,11
2017-03-28,TD Bank,41
2017-03-28,SunTrust,21
2017-03-28,Regions Bank,43
2017-03-28,"PNC Bank, N.A.",12
2017-03-28,TFC Bank,15
2017-03-28,Capital One,167
2017-03-29,Navy Federal Credit Union,73
2017-03-29,listing below.  There is no,156
2017-03-29,State Employees Credit Union,9
2017-03-29,Capital One,172
2017-03-29,American Express,177
2017-03-29,Bank of America,571
2017-03-29,Chase,569
2017-03-29,U.S. Bank,94
2017-03-29,Wells Fargo Bank,405
2017-03-29,PNC BANK,63
2017-03-29,Citibank,117
2017-03-29,Elan Financial Services Fidelity,9
2017-03-29,USAA Federal Savings Bank,49
2017-03-29,TD Bank,38
2017-03-29,KeyBank,10
2017-03-29,Regions Bank,29
2017-03-29,BB&T Bank,17
2017-03-29,"PNC Bank, N.A.",13
2017-03-29,Fifth Third Bank,16
2017-03-29,SunTrust,21
2017-03-30,Chase,632
2017-03-30,USAA Federal Savings Bank,81
2017-03-30,Capital One,177
2017-03-30,Citibank,154
2017-03-30,U.S. Bank,93
2017-03-30,Bank of America,599
2017-03-30,American Express,205
2017-03-30,Navy Federal Credit Union,88
2017-03-30,Wells Fargo Bank,395
2017-03-30,listing below.  There is no,190
2017-03-30,TD Bank,35
2017-03-30,"Chase Bank USA, N.A.",16
2017-03-30,"PNC Bank, N.A.",23
2017-03-30,Regions Bank,27
2017-03-30,PNC BANK,67
2017-03-30,State Employees Credit Union,13
2017-03-30,Fifth Third Bank,16
2017-03-30,BB&T Bank,30
2017-03-30,SunTrust,21
2017-03-30,BBVA Compass,13
2017-03-31,listing below.  There is no,204
2017-03-31,PNC BANK,70
2017-03-31,Wells Fargo Bank,388
2017-03-31,Bank of America,643
2017-03-31,Navy Federal Credit Union,72
2017-03-31,Capital One,168
2017-03-31,Citibank,124
2017-03-31,U.S. Bank,111
2017-03-31,American Express,196
2017-03-31,Chase,540
2017-03-31,USAA Federal Savings Bank,49
2017-03-31,"Chase Bank USA, N.A.",20
2017-03-31,"PNC Bank, N.A.",22
2017-03-31,Regions Bank,36
2017-03-31,Fifth Third Bank,16
2017-03-31,SunTrust,25
2017-03-31,BB&T Bank,19
2017-03-31,TD Bank,27
2017-03-31,Elan Financial Services Fidelity,16
2017-03-31,BBVA Compass,14
2017-04-01,Citibank,133
2017-04-01,Chase,640
2017-04-01,USAA Federal Savings Bank,74
2017-04-01,American Express,171
2017-04-01,Wells Fargo Bank,308
2017-04-01,listing below.  There is no,186
2017-04-01,Capital One,168
2017-04-01,U.S. Bank,111
2017-04-01,Navy Federal Credit Union,72
2017-04-01,Bank of America,591
2017-04-01,BB&T Bank,19
2017-04-01,"PNC Bank, N.A.",26
2017-04-01,SunTrust,21
2017-04-01,TFC Bank,14
2017-04-01,"Chase Bank USA, N.A.",16
2017-04-01,KeyBank,13
2017-04-01,TD Bank,43
2017-04-01,Fifth Third Bank,24
2017-04-01,PNC BANK,66
2017-04-01,Regions Bank,39
2017-04-02,Capital One,147
2017-04-02,Citibank,120
2017-04-02,listing below.  There is no,150
2017-04-02,Navy Federal Credit Union,66
2017-04-02,PNC BANK,54
2017-04-02,American Express,164
2017-04-02,Wells Fargo Bank,370
2017-04-02,Chase,528
2017-04-02,Bank of America,471
2017-04-02,U.S. Bank,62
2017-04-02,"Chase Bank USA, N.A.",14
2017-04-02,Fifth Third Bank,11
2017-04-02,TFC Bank,11
2017-04-02,"PNC Bank, N.A.",21
2017-04-02,USAA Federal Savings Bank,49
2017-04-02,Elan Financial Services Fidelity,22
2017-04-02,TD Bank,31
2017-04-02,Regions Bank,20
2017-04-02,SunTrust,26
2017-04-02,BB&T Bank,18
2017-04-03,Navy Federal Credit Union,65
2017-04-03,Bank of America,622
2017-04-03,PNC BANK,65
2017-04-03,listing below.  There is no,180
2017-04-03,American Express,179
2017-04-03,Wells Fargo Bank,300
2017-04-03,Capital One,176
2017-04-03,U.S. Bank,87
2017-04-03,Chase,580
2017-04-03,Citibank,116
2017-04-03,BBVA Compass,15
2017-04-03,"Chase Bank USA, N.A.",14
2017-04-03,Elan Financial Services Fidelity,16
2017-04-03,TFC Bank,16
2017-04-03,BB&T Bank,21
2017-04-03,Regions Bank,24
2017-04-03,TD Bank,34
2017-04-03,"PNC Bank, N.A.",17
2017-04-03,USAA Federal Savings Bank,54
2017-04-03,SunTrust,22
2017-04-04,USAA Federal Savings Bank,61
2017-04-04,Wells Fargo Bank,577
2017-04-04,American Express,208
2017-04-04,Capital One,182
2017-04-04,Citibank,144
2017-04-04,listing below.  There is no,188
2017-04-04,Chase,653
2017-04-04,Navy Federal Credit Union,71
2017-04-04,Bank of America,768
2017-04-04,U.S. Bank,88
2017-04-04,PNC BANK,55
2017-04-04,Regions Bank,35
2017-04-04,TFC Bank,12
2017-04-04,TD Bank,36
2017-04-04,State Employees Credit Union,11
2017-04-04,SunTrust,25
2017-04-04,"PNC Bank, N.A.",19
2017-04-04,BB&T Bank,21
2017-04-04,Fifth Third Bank,16
2017-04-04,KeyBank,11
2017-04-05,U.S. Bank,100
2017-04-05,Bank of America,616
2017-04-05,Citibank,138
2017-04-05,Capital One,174
2017-04-05,Chase,597
2017-04-05,listing below.  There is no,163
2017-04-05,PNC BANK,60
2017-04-05,American Express,181
2017-04-05,Wells Fargo Bank,416
2017-04-05,Navy Federal Credit Union,87
2017-04-05,SunTrust,19
2017-04-05,USAA Federal Savings Bank,46
2017-04-05,Fifth Third Bank,12
2017-04-05,"PNC Bank, N.A.",21
2017-04-05,Elan Financial Services Fidelity,20
2017-04-05,Regions Bank,35
2017-04-05,TD Bank,41
2017-04-05,Digital Federal Credit Union,12
2017-04-05,BB&T Bank,19
2017-04-05,TFC Bank,17
2017-04-06,Bank of America,486
2017-04-06,Capital One,155
2017-04-06,Citibank,126
2017-04-06,American Express,167
2017-04-06,Chase,521
2017-04-06,Wells Fargo Bank,241
2017-04-06,Navy Federal Credit Union,70
2017-04-06,listing below.  There is no,131
2017-04-06,PNC BANK,61
2017-04-06,U.S. Bank,88
2017-04-06,Regions Bank,29
2017-04-06,"PNC Bank, N.A.",20
2017-04-06,State Employees Credit Union,14
2017-04-06,BB&T Bank,11
2017-04-06,Elan Financial Services Fidelity,13
2017-04-06,USAA Federal Savings Bank,56
2017-04-06,Fifth Third Bank,11
2017-04-06,TD Bank,40
2017-04-06,"Chase Bank USA, N.A.",11
2017-04-06,SunTrust,18
2017-04-07,Capital One,173
2017-04-07,Citibank,136
2017-04-07,listing below.  There is no,166
2017-04-07,American Express,153
2017-04-07,Navy Federal Credit Union,61
2017-04-07,Bank of America,608
2017-04-07,USAA Federal Savings Bank,63
2017-04-07,Chase,573
2017-04-07,U.S. Bank,81
2017-04-07,Wells Fargo Bank,531
2017-04-07,PNC BANK,52
2017-04-07,BBVA Compass,15
2017-04-07,Fifth Third Bank,19
2017-04-07,"PNC Bank, N.A.",16
2017-04-07,BB&T Bank,15
2017-04-07,TD Bank,36
2017-04-07,State Employees Credit Union,18
2017-04-07,SunTrust,22
2017-04-07,"Chase Bank USA, N.A.",17
2017-04-07,Regions Bank,23
2017-04-08,American Express,158
2017-04-08,listing below.  There is no,180
2017-04-08,Wells Fargo Bank,294
2017-04-08,Chase,574
2017-04-08,Capital One,202
2017-04-08,U.S. Bank,106
2017-04-08,PNC BANK,79
2017-04-08,Citibank,159
2017-04-08,Bank of America,585
2017-04-08,Navy Federal Credit Union,76
2017-04-08,Regions Bank,38
2017-04-08,"Chase Bank USA, N.A.",12
2017-04-08,TD Bank,34
2017-04-08,USAA Federal Savings Bank,53
2017-04-08,BB&T Bank,16
2017-04-08,BBVA Compass,12
2017-04-08,"PNC Bank, N.A.",17
2017-04-08,SunTrust,31
2017-04-08,America First Credit Union,10
2017-04-08,Elan Financial Services Fidelity,18
2017-04-09,Bank of America,498
2017-04-09,listing below.  There is no,173
2017-04-09,Capital One,173
2017-04-09,Chase,557
2017-04-09,American Express,148
2017-04-09,Citibank,117
2017-04-09,Navy Federal Credit Union,70
2017-04-09,Wells Fargo Bank,417
2017-04-09,U.S. Bank,83
2017-04-09,USAA Federal Savings Bank,59
2017-04-09,PNC BANK,47
2017-04-09,State Employees Credit Union,14
2017-04-09,Fifth Third Bank,15
2017-04-09,Regions Bank,29
2017-04-09,SunTrust,28
2017-04-09,"Chase Bank USA, N.A.",24
2017-04-09,"PNC Bank, N.A.",22
2017-04-09,TD Bank,33
2017-04-09,Elan Financial Services Fidelity,16
2017-04-09,BB&T Bank,13
2017-04-10,Bank of America,574
2017-04-10,U.S. Bank,78
2017-04-10,PNC BANK,55
2017-04-10,Capital One,168
2017-04-10,American Express,156
2017-04-10,listing below.  There is no,154
2017-04-10,Citibank,125
2017-04-10,Chase,555
2017-04-10,Navy Federal Credit Union,73
2017-04-10,Wells Fargo Bank,478
2017-04-10,State Employees Credit Union,9
2017-04-10,KeyBank,10
2017-04-10,"Chase Bank USA, N.A.",12
2017-04-10,Fifth Third Bank,13
2017-04-10,USAA Federal Savings Bank,43
2017-04-10,Regions Bank,33
2017-04-10,SunTrust,21
2017-04-10,"PNC Bank, N.A.",16
2017-04-10,BB&T Bank,13
2017-04-10,TD Bank,37
2017-04-11,U.S. Bank,102
2017-04-11,Bank of America,622
2017-04-11,listing below.  There is no,169
2017-04-11,USAA Federal Savings Bank,59
2017-04-11,Wells Fargo Bank,429
2017-04-11,American Express,160
2017-04-11,Navy Federal Credit Union,80
2017-04-11,Capital One,248
2017-04-11,Citibank,152
2017-04-11,Chase,607
2017-04-11,Rockford Bell Credit Union,19
2017-04-11,Regions Bank,34
2017-04-11,SunTrust,50
2017-04-11,Fifth Third Bank,53
2017-04-11,TD Bank,43
2017-04-11,"Chase Bank USA, N.A.",15
2017-04-11,BB&T Bank,29
2017-04-11,PNC BANK,55
2017-04-11,KeyBank,35
2017-04-11,Elan Financial Services Fidelity,17
2017-04-12,PNC BANK,66
2017-04-12,Navy Federal Credit Union,86
